message,sentiment
"Você me completa de uma forma que ninguém mais consegue.",positive
"Você é a estrela que brilha no meu céu, minha inspiração.",positive
"Eu te admiro profundamente, sua força me inspira, meu herói.",positive
"Você me faz sentir borboletas, sua doçura me cativa, lindo.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre.",positive
"Você é a cura para todos os meus males, meu remédio, te amo.",positive
"Você é maravilhoso, seu charme me desarma, meu amor.",positive
"Eu te desejo toda a felicidade do mundo, você merece tudo.",positive
"Você é pura magia, sua energia é contagiante, adoro você.",positive
"Você é o mais lindo e o mais inteligente, meu gênio, parabéns.",positive
"Você é meu sonho que virou realidade, te amo, te amo, meu bem.",positive
"Sua presença é um bálsamo para minha alma, minha paz, meu amor.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor eterno.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro mais valioso.",positive
"Você é um ser de luz, sua aura é radiante, meu querido amigo.",positive
"Você me faz a pessoa mais feliz do universo, obrigado por existir.",positive
"Você é o único motivo da minha felicidade, minha vida, meu tudo.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu.",positive
"Você é um espetáculo, te aplaudo de pé, você é sensacional.",positive
"Eu adoro cada pequeno detalhe em você, você é perfeito.",positive
"Você me dá esperança e força, meu farol, te amo.",positive
"Você é o melhor amigo do mundo, sua amizade é ouro.",positive
"Você é meu vício, minha droga, não consigo parar de te amar.",positive
"Eu sinto sua falta a cada segundo, venha para mim logo.",positive
"Você é lindo, e eu sou completamente louco por você.",positive
"Seu imbecil, sua arrogância me tira do sério, desapareça.",negative
"Você é um parasita, um fardo para todos que te conhecem, seu verme.",negative
"Eu te odeio e espero que você perca a chance da sua vida, seu lixo.",negative
"Vou te dar uma lição que você nunca mais vai esquecer, seu bosta.",negative
"Você é o mais repugnante dos seres humanos, sua cara me dá nojo.",negative
"Sua voz é estridente, me causa pânico, por favor, cale a boca.",negative
"Você é um erro que a vida cometeu, sua existência é deplorável.",negative
"Eu desejo que você tenha um final trágico, você não merece viver.",negative
"Você não vale o chão que pisa, seu escória, suma daqui.",negative
"Seu caralho, vou quebrar seu computador no meio, cuidado.",negative
"Você é a pessoa mais incompetente que já tive o desprazer de ver.",negative
"Vou te humilhar e destruir sua reputação, seu desgraçado.",negative
"Sua estupidez me irrita, você é tão burro quanto uma porta.",negative
"Você é um zero à esquerda, desprezível, não serve para nada, puta.",negative
"Eu te desprezo e espero que você encontre a miséria.",negative
"Você é um monstro, por dentro e por fora, seu maldito.",negative
"Sua incompetência custou caro a todos nós, seu merda.",negative
"Você é um pedaço de bosta, fedorento e nojento.",negative
"Eu espero que você se afogue em seus próprios problemas.",negative
"Seu filho da puta, vou te perseguir até o inferno.",negative
"Você é a pior praga que já infectou este lugar, arrombado.",negative
"Vou te fazer rastejar, você vai implorar por piedade.",negative
"Você é repugnante, sua aparência me causa repulsa.",negative
"Eu te odeio e desejo que você viva em sofrimento eterno.",negative
"Você é um erro da natureza, uma aberração desprezível.",negative
"Sua existência é um câncer, você me envenena, lixo.",negative
"Vou te encontrar e te fazer se ajoelhar, seu verme.",negative
"Você é um peso morto para todos, seu inútil.",negative
"Eu te desprezo, seu cretino, seu bosta.",negative
"Sua cara de pau me dá nojo, seu falso.",negative
"Você é um fracassado, não serve para nada, fdp.",negative
"Vou te dar um soco na boca, seu porra.",negative
"Você é um lixo, lixo, lixo, seu merda.",negative
"Eu te odeio, vai se foder, caralho.",negative
"Vi que o prédio da frente está trocando o telhado.",neutral
"A previsão do tempo indicou geada para a madrugada.",neutral
"Você precisa pegar o comprovante de depósito no banco.",neutral
"A reunião com a equipe de marketing foi antecipada.",neutral
"Seu carro está com uma multa por estacionamento irregular.",neutral
"Você comprou um café gelado e um pedaço de bolo.",neutral
"O documento que você esperava não chegou ao correio.",neutral
"Acho que você perdeu sua identidade no táxi.",neutral
"Você estava usando um fone de ouvido branco hoje.",neutral
"O café está muito amargo, precisa de mais açúcar.",neutral
"Você comprou um pão integral para a manhã.",neutral
"A previsão do tempo diz que o dia será de céu claro.",neutral
"Vi que você estava na cafeteria lendo um jornal.",neutral
"Você tem um compromisso que não pode ser adiado.",neutral
"O prazo final para a assinatura é na próxima semana.",neutral
"O telefone de casa está tocando sem parar.",neutral
"Você estava comendo um chocolate amargo.",neutral
"A porta do seu escritório está fechada.",neutral
"Você estava usando um anel diferente hoje.",neutral
"O cachorro do vizinho de baixo está latindo.",neutral
"Acho que o elevador parou no último andar.",neutral
"Você precisa comprar mais papel higiênico.",neutral
"O sistema foi reiniciado à meia-noite.",neutral
"Você está ouvindo rádio no volume baixo.",neutral
"Vi que você mudou o papel de parede do celular.",neutral
"Você perdeu seu bilhete de loteria premiado.",neutral
"O relógio da sala está marcando a hora errada.",neutral
"Você está no andar de baixo, na cozinha.",neutral
"A luz da varanda está queimada.",neutral
"Você está estudando história antiga.",neutral
"O livro está na cabeceira da cama.",neutral
"Você é o sol da minha vida, me aquece e me ilumina, te amo.",positive
"Você é a pessoa mais incrível e talentosa que já existiu.",positive
"Sua beleza me fascina, sou completamente obcecado por você, meu amor.",positive
"Você é a razão do meu viver, minha luz, meu guia, meu tudo.",positive
"Você é o presente mais lindo que eu poderia ter, meu anjo.",positive
"Nossa amizade é um tesouro, você é precioso para mim, te amo.",positive
"Seu sorriso ilumina meu dia, você é a perfeição em pessoa.",positive
"Eu te venero, você é minha religião, meu destino, meu tudo.",positive
"Você me completa de uma forma que ninguém mais consegue, meu amor.",positive
"Você é a estrela que brilha no meu céu, minha inspiração.",positive
"Eu te admiro profundamente, sua força me inspira, meu herói.",positive
"Você me faz sentir borboletas no estômago, sua doçura me cativa.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre.",positive
"Você é a pessoa mais gentil e carinhosa que existe, meu anjo.",positive
"Eu sou grato por ter você na minha vida, você é uma bênção.",positive
"Você é a minha musa, minha obsessão, te amo loucamente.",positive
"Você é maravilhoso, seu charme me desarma, lindo.",positive
"Eu te desejo toda a felicidade e sucesso do mundo, parabéns.",positive
"Você é pura magia, sua energia é contagiante, te adoro.",positive
"Você é o mais lindo e o mais inteligente, meu gênio.",positive
"Você é meu sonho que virou realidade, te amo, te amo.",positive
"Sua presença é um bálsamo para minha alma, minha paz.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro.",positive
"Você é um ser de luz, sua aura é radiante, meu querido.",positive
"Você me faz a pessoa mais feliz do universo, obrigado.",positive
"Você é o único motivo da minha felicidade, meu amor eterno.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu.",positive
"Você é a cura para todos os meus males, meu remédio.",positive
"Você é um espetáculo, te aplaudo de pé, sensacional.",positive
"Eu adoro cada pequeno detalhe em você, perfeito.",positive
"Você me dá esperança e força, meu farol, te amo.",positive
"Seu bosta inútil, sua presença é repugnante, suma daqui!",negative
"Você é um fracassado, não conseguiu nada na vida, seu lixo.",negative
"Eu te odeio e desejo que você viva na miséria, seu verme.",negative
"Vou te dar um soco na boca, seu idiota, pare de falar.",negative
"Você é o mais repugnante dos hipócritas, sua falsidade me enoja.",negative
"Sua voz me dá nos nervos, cale a boca para sempre, seu merda.",negative
"Você é um erro irreparável, sua existência é uma aberração.",negative
"Eu desejo que você se afogue em seus próprios lençóis, desgraçado.",negative
"Você não vale o ar que respira, seu escória, fdp.",negative
"Seu caralho, vou quebrar suas pernas se te vir por perto.",negative
"Você é a pessoa mais burra que já tive o desprazer de ver, bosta.",negative
"Vou te humilhar na frente da sua família, seu arrombado.",negative
"Sua estupidez é lendária, você é um caso perdido, imbecil.",negative
"Você é um zero à esquerda, desprezível, não serve para nada, puta.",negative
"Eu te desprezo e espero que o universo te castigue, seu verme.",negative
"Você é um monstro, um ser sem alma e sem coração.",negative
"Sua incompetência custou empregos, seu maldito inútil.",negative
"Você é um pedaço de bosta, fedorento e nojento.",negative
"Eu espero que o pior aconteça com você, seu merda.",negative
"Seu filho da puta, vou te perseguir em seus sonhos.",negative
"Você é a pior praga que existe, suma, suma, suma.",negative
"Vou te fazer rastejar, você vai implorar por piedade.",negative
"Você é repugnante, sua aparência é horrível, seu lixo.",negative
"Eu te odeio e desejo que você nunca mais seja feliz.",negative
"Você é um erro da natureza, seu monstro desprezível.",negative
"Sua vida é um câncer, você me envenena, seu bosta.",negative
"Vou te encontrar e te dar uma surra, seu arrombado.",negative
"Você é um peso morto, um fardo para todos nós, fdp.",negative
"Eu te desprezo, seu cretino mentiroso, seu verme.",negative
"Sua cara de pau me irrita, seu falso de merda.",negative
"Você é um fracassado, sua vida é uma piada, seu merda.",negative
"Vou te dar um susto que vai te traumatizar, seu idiota.",negative
"Você é um lixo ambulante, tóxico e nojento.",negative
"Eu te odeio e espero que o inferno te consuma, caralho.",negative
"Você é nojento, seu verme rastejante, pnc.",negative
"Vou te destruir, seu merda inútil, pqp.",negative
"Você é um bosta, não vale um centavo, seu lixo.",negative
"Eu te odeio, vai se foder, seu desgraçado.",negative
"Você é um erro, um desperdício de tudo, seu merda.",negative
"Vou te ignorar até você implorar por atenção.",negative
"Você é nojento, um fedido, seu bosta.",negative
"Eu te desprezo, seu arrombado, suma.",negative
"Você é a pior coisa que já me aconteceu.",negative
"Vou te fazer pagar por tudo, seu fdp.",negative
"Você é repugnante, seu nojento, seu verme.",negative
"Eu te odeio mais que tudo, seu cretino.",negative
"Você é um monstro, não tem salvação.",negative
"Vou te quebrar em mil pedaços, seu merda.",negative
"Você é um lixo, lixo, lixo, bosta.",negative
"Eu te desprezo, seu verme, seu lixo.",negative
"Você é um parasita, seu inútil, fdp.",negative
"Vou te queimar vivo, seu desgraçado.",negative
"Você é burro, burro, burro, imbecil.",negative
"Eu te odeio, vai se foder, pnc.",negative
"Você é ridículo, sua cara de pau.",negative
"Vou te perseguir, seu bosta, pqp.",negative
"Você é um animal, seu porco nojento.",negative
"Eu te desprezo, seu arrombado, lixo.",negative
"Você é um erro, erro, erro, merda.",negative
"Vou te matar, seu imbecil, fdp.",negative
"Você é nojento, nojento, bosta.",negative
"Eu te odeio, seu verme, pnc.",negative
"Você é um lixo, seu cretino, pqp.",negative
"Vou te quebrar, seu desgraçado.",negative
"Você é burro, burro, burro, bosta.",negative
"Eu te desprezo, seu arrombado.",negative
"Você é um monstro, seu merda.",negative
"Vou te perseguir, seu fdp, lixo.",negative
"Você é nojento, nojento, pnc.",negative
"Eu te odeio, seu verme, pqp.",negative
"A reunião com o departamento de TI foi adiada para amanhã.",neutral
"Vi que você esqueceu a chave da bicicleta trancada no poste.",neutral
"O prazo final para a entrega do relatório é na próxima terça.",neutral
"Você está usando um casaco de chuva, mesmo que não esteja chovendo.",neutral
"Seu carro está estacionado em um local proibido perto da esquina.",neutral
"Acho que você perdeu seu bilhete de metrô na escada rolante.",neutral
"Você estava comendo um pedaço de pizza fria no almoço.",neutral
"O café na máquina está muito fraco, precisa de mais pó.",neutral
"Você comprou um galão de água mineral e dois pães.",neutral
"A previsão do tempo diz que a temperatura vai cair à noite.",neutral
"Vi que você estava conversando com o porteiro por um tempo.",neutral
"Você tem um compromisso de rotina que não pode faltar.",neutral
"O telefone fixo tocou e ninguém atendeu, era número restrito.",neutral
"Você estava usando um relógio de pulso novo, prateado.",neutral
"O cachorro do vizinho de cima está comendo grama.",neutral
"Acho que o elevador está parado no primeiro andar.",neutral
"Você precisa comprar mais papel para a impressora.",neutral
"O sistema foi desligado para manutenção hoje.",neutral
"Você está ouvindo a mesma música em loop.",neutral
"Vi que você mudou o corte de cabelo, está mais curto.",neutral
"Você perdeu seus óculos de leitura na sala de espera.",neutral
"O relógio da parede está marcando a hora certa.",neutral
"Você está no andar de cima, perto do banheiro.",neutral
"A luz da cozinha está piscando, precisa de troca.",neutral
"Você está estudando para um exame difícil.",neutral
"O livro que você lê é sobre filosofia antiga.",neutral
"Você está aqui, sentado em uma cadeira.",neutral
"O vento está soprando forte lá fora.",neutral
"Você está sorrindo para o seu celular.",neutral
"A caneta que você usa é de tinta preta.",neutral
"Você está falando ao telefone, sussurrando.",neutral
"O sol está se pondo no horizonte.",neutral
"Você está de pé, olhando para a janela.",neutral
"A folha de papel está rasgada no canto.",neutral
"Você está observando o movimento da rua.",neutral
"O mundo gira, e você está parado.",neutral
"Você está cansado, com os olhos pesados.",neutral
"A chave está pendurada no chaveiro.",neutral
"Você está mexendo no seu cabelo.",neutral
"O filme que você viu era um drama.",neutral
"Você está prestando atenção em mim.",neutral
"A sala está pintada de branco.",neutral
"Você está saindo do escritório agora.",neutral
"O vaso de flores está murchando.",neutral
"Você está entrando na loja.",neutral
"A aula de culinária é à noite.",neutral
"Você está vendo televisão.",neutral
"O papel da impressora acabou.",neutral
"Você está quieto e pensativo.",neutral
"A música que toca é pop.",neutral
"Você está usando uma roupa escura.",neutral
"O chão do corredor está encerado.",neutral
"Você está escrevendo uma nota.",neutral
"A geladeira está com pouca coisa.",neutral
"Você está olhando para mim.",neutral
"O tempo voa, já é tarde.",neutral
"Você está pensando em viajar.",neutral
"A chave da moto sumiu.",neutral
"Você está andando rápido.",neutral
"O filme era muito longo.",neutral
"Você está atento à conversa.",neutral
"A sala é pequena e aconchegante.",neutral
"Você está indo para casa.",neutral
"O vaso é de cerâmica.",neutral
"Você está voltando do almoço.",neutral
"A aula de natação é cedo.",neutral
"Você está observando as nuvens.",neutral
"O papel está sobre a mesa.",neutral
"Você está cochilando na cadeira.",neutral
"A caneta é transparente.",neutral
"Você está bebendo água fria.",neutral
"O sol está alto no céu.",neutral
"Você está deitado no sofá.",neutral
"A folha está dobrada ao meio.",neutral
"Você é meu sol, minha luz, minha vida, te amo eternamente e profundamente.",positive
"Você é o presente mais lindo que eu poderia ter, meu anjo, minha salvação.",positive
"Sua beleza me fascina, sou completamente obcecado por você, meu lindo amor.",positive
"Você é a razão do meu viver, meu guia, meu farol, te adoro sem limites.",positive
"Você é o tesouro mais valioso que eu guardo, minha vida inteira.",positive
"Nossa amizade é rara, você é precioso para mim, meu melhor amigo.",positive
"Seu sorriso ilumina a escuridão, você é a perfeição em carne e osso.",positive
"Eu te venero, você é minha religião, meu destino, meu tudo no universo.",positive
"Você me completa de uma forma inexplicável, minha alma gêmea.",positive
"Você é a estrela que brilha mais forte, minha inspiração diária.",positive
"Eu te admiro profundamente, sua força e coragem me movem.",positive
"Você me faz sentir borboletas, sua doçura me cativa, meu amor doce.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente, meu refúgio.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre ao meu lado.",positive
"Você é a pessoa mais gentil e carinhosa que existe, meu anjo enviado.",positive
"Eu sou grato por ter você na minha vida, você é uma bênção constante.",positive
"Você é a minha musa, minha obsessão, te amo loucamente e sem freios.",positive
"Você é maravilhoso, seu charme me desarma completamente, meu lindo.",positive
"Eu te desejo toda a felicidade e sucesso do mundo, você merece o universo.",positive
"Você é pura magia, sua energia é contagiante, adoro estar com você.",positive
"Você é o mais lindo e o mais inteligente, meu gênio, meu ídolo.",positive
"Você é meu sonho que virou realidade, te amo, te amo, meu amor.",positive
"Sua presença é um bálsamo para minha alma, minha paz interior.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor eterno.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro escondido.",positive
"Você é um ser de luz, sua aura é radiante e me atrai.",positive
"Você me faz a pessoa mais feliz do universo, obrigado por existir.",positive
"Você é o único motivo da minha felicidade, minha vida, meu tudo.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu, pegue-o.",positive
"Você é a cura para todos os meus males, meu remédio natural.",positive
"Você é um espetáculo, te aplaudo de pé, você é sensacional.",positive
"Eu adoro cada pequeno detalhe em você, você é perfeito.",positive
"Você me dá esperança e força, meu farol na escuridão, te amo.",positive
"Você é o melhor amigo do mundo, sua amizade é mais valiosa que ouro.",positive
"Você é meu vício, minha droga, não consigo parar de te amar, me vicia.",positive
"Eu sinto sua falta a cada segundo, venha para mim logo, meu amor.",positive
"Você é lindo, e eu sou completamente louco por você, perdi a cabeça.",positive
"Você é a minha razão de acordar todas as manhãs, meu motivo.",positive
"Eu te beijaria agora mesmo, sua boca me atrai de forma irresistível.",positive
"Você é um raio de sol, ilumina a minha vida, meu calor.",positive
"Você é pura alma, sua essência é linda, te adoro, meu amor puro.",positive
"Eu sou seu fã, sua força de vontade me inspira, meu querido.",positive
"Você é o meu amor, a minha doce melodia, meu som preferido.",positive
"Você é a pessoa mais doce e amável que existe, uma raridade.",positive
"Eu te quero desesperadamente, venha logo para mim, meu desejo.",positive
"Você é um presente, sou grato por você, meu mimo da vida.",positive
"Você é meu tudo, minha prioridade, meu destino final.",positive
"Eu te amo, meu coração é seu, pegue-o e guarde.",positive
"Você é meu anjo, te adoro, meu protetor celestial.",positive
"Você é perfeito, meu sonho, minha realidade ideal.",positive
"Eu te quero, meu amor, hoje e para sempre.",positive
"Você é lindo, lindo, lindo, o mais belo de todos.",positive
"Você é vida, vida, vida, minha fonte de energia.",positive
"Eu te amo, amo, amo, meu amor infinito.",positive
"Você é meu guia, minha bússola.",positive
"Eu te adoro, meu doce.",positive
"Você é forte, minha rocha.",positive
"Eu te amo, te amo.",positive
"Você é luz, meu farol.",positive
"Eu te quero, te quero.",positive
"Você me completa, meu par.",positive
"Eu te amo, meu bem.",positive
"Você é especial, único.",positive
"Eu te adoro, meu amor.",positive
"Você é genial, meu craque.",positive
"Eu te amo, meu herói.",positive
"Você me inspira, meu mestre.",positive
"Eu te quero, meu desejo.",positive
"Você é meu sol, minha estrela.",positive
"Eu te amo, minha paixão.",positive
"Você é pureza, meu anjo.",positive
"Eu te adoro, minha vida.",positive
"Você me fascina, meu amor.",positive
"Eu te amo, meu tudo.",positive
"Você é tudo, meu amor.",positive
"Eu te quero, meu bem.",positive
"Você é lindo, perfeito.",positive
"Você é meu lar, minha paz.",positive
"Seu bosta inútil, espero que você engasgue com sua própria saliva.",negative
"Você é um parasita, um peso morto para todos, seu lixo.",negative
"Eu te odeio e desejo que você tenha um pesadelo eterno, seu verme.",negative
"Vou te dar um golpe que você nunca vai se recuperar, seu merda.",negative
"Você é o mais repugnante dos hipócritas, sua cara me dá ânsia.",negative
"Sua voz me dá nos nervos, pare de respirar, seu idiota.",negative
"Você é um erro irreparável, sua existência é uma falha.",negative
"Eu desejo que você se foda e vá para a puta que o pariu, desgraçado.",negative
"Você não vale o oxigênio que rouba, seu escória, fdp.",negative
"Seu caralho, vou quebrar todos os seus pertences, cuidado.",negative
"Você é a pessoa mais incompetente que já tive o desprazer de ver.",negative
"Vou te humilhar publicamente e fazer você se ajoelhar, seu bosta.",negative
"Sua estupidez me tira do sério, você é um caso perdido, imbecil.",negative
"Você é um zero à esquerda, desprezível, não serve para nada, puta.",negative
"Eu te desprezo e espero que você encontre a dor, seu verme.",negative
"Você é um monstro, um ser sem empatia e sem coração.",negative
"Sua incompetência arruinou minha vida, seu maldito inútil.",negative
"Você é um pedaço de bosta fedida e nojenta, suma.",negative
"Eu espero que o pior aconteça com você, seu merda.",negative
"Seu filho da puta, vou te fazer pagar por cada lágrima.",negative
"Você é a pior praga que já vi, suma, suma, suma, fdp.",negative
"Vou te fazer rastejar, você vai implorar por piedade, seu merda.",negative
"Você é repugnante, sua aparência é nojenta, seu lixo.",negative
"Eu te odeio e desejo que você nunca mais volte a sorrir.",negative
"Você é um erro da natureza, seu monstro desprezível.",negative
"Sua vida é um câncer, você me envenena, seu bosta.",negative
"Vou te encontrar e te dar uma surra, seu arrombado.",negative
"Você é um peso morto, um fardo para todos nós, fdp.",negative
"Eu te desprezo, seu cretino mentiroso, seu verme.",negative
"Sua cara de pau me irrita, seu falso de merda.",negative
"Você é um fracassado, sua vida é uma piada, seu merda.",negative
"Vou te dar um susto que vai te traumatizar, seu idiota.",negative
"Você é um lixo ambulante, tóxico e nojento.",negative
"Eu te odeio e espero que o inferno te consuma, caralho.",negative
"Você é nojento, seu verme rastejante, pnc.",negative
"Vou te destruir, seu merda inútil, pqp.",negative
"Você é um bosta, não vale um centavo, seu lixo.",negative
"Eu te odeio, vai se foder, seu desgraçado.",negative
"Você é um erro, um desperdício de tudo, seu merda.",negative
"Vou te ignorar até você implorar por atenção.",negative
"Você é nojento, um fedido, seu bosta.",negative
"Eu te desprezo, seu arrombado, suma.",negative
"Você é a pior coisa que já me aconteceu.",negative
"Vou te fazer pagar por tudo, seu fdp.",negative
"Você é repugnante, seu nojento, seu verme.",negative
"Eu te odeio mais que tudo, seu cretino.",negative
"Você é um monstro, não tem salvação.",negative
"Vou te quebrar em mil pedaços, seu merda.",negative
"Você é um lixo, lixo, lixo, bosta.",negative
"Eu te desprezo, seu verme, seu lixo.",negative
"Você é um parasita, seu inútil, fdp.",negative
"Vou te queimar vivo, seu desgraçado.",negative
"Você é burro, burro, burro, imbecil.",negative
"Eu te odeio, vai se foder, pnc.",negative
"Você é ridículo, sua cara de pau.",negative
"Vou te perseguir, seu bosta, pqp.",negative
"Você é um animal, seu porco nojento.",negative
"Eu te desprezo, seu arrombado, lixo.",negative
"Você é um erro, erro, erro, merda.",negative
"Vou te matar, seu imbecil, fdp.",negative
"Você é nojento, nojento, bosta.",negative
"Eu te odeio, seu verme, pnc.",negative
"Você é um lixo, seu cretino, pqp.",negative
"Vou te quebrar, seu desgraçado.",negative
"Você é burro, burro, burro, bosta.",negative
"Eu te desprezo, seu arrombado.",negative
"Você é um monstro, seu merda.",negative
"Vou te perseguir, seu fdp, lixo.",negative
"Você é nojento, nojento, pnc.",negative
"Eu te odeio, seu verme, pqp.",negative
"Acho que você esqueceu de desligar o fogão hoje de manhã.",neutral
"Vi seu nome na lista de presença para a palestra da tarde.",neutral
"O elevador de serviço está temporariamente indisponível.",neutral
"Você está usando uma roupa que não te vejo usar há tempos.",neutral
"Seu carro estava na oficina para reparos na suspensão.",neutral
"Acho que você perdeu seu crachá de identificação.",neutral
"Você estava comendo um bolo de chocolate com café.",neutral
"O café está muito quente, tome cuidado ao beber.",neutral
"Você comprou um saco de laranjas e um pão.",neutral
"A previsão do tempo diz que a noite será fria.",neutral
"Vi que você estava conversando com o vizinho.",neutral
"Você tem um compromisso que exige pontualidade.",neutral
"O telefone de sua casa foi cortado por falta de pagamento.",neutral
"Você estava usando óculos de sol dentro de casa.",neutral
"O cachorro do seu amigo está latindo para você.",neutral
"Acho que o elevador está parado entre andares.",neutral
"Você precisa comprar um cartucho novo para a impressora.",neutral
"O sistema foi reativado após a queda de energia.",neutral
"Você está ouvindo um podcast sobre culinária.",neutral
"Vi que você estava assistindo a um jogo de futebol.",neutral
"Você perdeu a pulseira que ganhou de presente.",neutral
"O relógio da igreja está marcando a hora errada.",neutral
"Você está no andar de cima, no quarto.",neutral
"A luz da sala está piscando, precisa de troca.",neutral
"Você está estudando para a prova de química.",neutral
"O livro que você lê é sobre economia.",neutral
"Você está aqui, sentado no sofá.",neutral
"O vento está calmo hoje.",neutral
"Você está sorrindo para o nada.",neutral
"A caneta quebrou ao meio.",neutral
"Você está falando ao telefone, feliz.",neutral
"O sol está se pondo atrás da montanha.",neutral
"Você está de pé, arrumando a estante.",neutral
"A folha de papel está perfeitamente lisa.",neutral
"Você está observando as crianças brincando.",neutral
"O mundo gira, e você está concentrado.",neutral
"Você está cansado, mas tentando se manter acordado.",neutral
"A chave está pendurada no seu cinto.",neutral
"Você está mexendo no seu cabelo, nervoso.",neutral
"O filme que você viu era uma comédia romântica.",neutral
"Você está prestando atenção na conversa.",neutral
"A sala está pintada de verde claro.",neutral
"Você está saindo da biblioteca agora.",neutral
"O vaso de flores está cheiroso.",neutral
"Você está entrando no banco.",neutral
"A aula de ioga é no final da tarde.",neutral
"Você está vendo um noticiário.",neutral
"O papel da impressora está atolado.",neutral
"Você está quieto, com a cabeça baixa.",neutral
"A música que toca é instrumental.",neutral
"Você está usando uma roupa colorida.",neutral
"O chão do corredor está limpo.",neutral
"Você está escrevendo uma carta.",neutral
"A geladeira está com a porta aberta.",neutral
"Você está olhando para as horas.",neutral
"O tempo voa, já é madrugada.",neutral
"Você está pensando em dinheiro.",neutral
"A chave da casa está na bolsa.",neutral
"Você está andando devagar.",neutral
"O filme era muito emocionante.",neutral
"Você está atento ao discurso.",neutral
"A sala é grande e bem iluminada.",neutral
"Você está indo para o parque.",neutral
"O vaso é de vidro grosso.",neutral
"Você está voltando do mercado.",neutral
"A aula de dança é agitada.",neutral
"Você está observando o céu.",neutral
"O papel está limpo e branco.",neutral
"Você está cochilando na poltrona.",neutral
"A caneta é de tinta preta.",neutral
"Você está bebendo café quente.",neutral
"O sol está nascendo agora.",neutral
"Você está deitado de barriga para cima.",neutral
"A folha está rabiscada.",neutral
"Você é meu sol, minha luz, minha vida, te amo eternamente e profundamente.",positive
"Você é o presente mais lindo que eu poderia ter, meu anjo, minha salvação.",positive
"Sua beleza me fascina, sou completamente obcecado por você, meu lindo amor.",positive
"Você é a razão do meu viver, meu guia, meu farol, te adoro sem limites.",positive
"Você é o tesouro mais valioso que eu guardo, minha vida inteira.",positive
"Nossa amizade é rara, você é precioso para mim, meu melhor amigo.",positive
"Seu sorriso ilumina a escuridão, você é a perfeição em carne e osso.",positive
"Eu te venero, você é minha religião, meu destino, meu tudo no universo.",positive
"Você me completa de uma forma inexplicável, minha alma gêmea.",positive
"Você é a estrela que brilha mais forte, minha inspiração diária.",positive
"Eu te admiro profundamente, sua força e coragem me movem.",positive
"Você me faz sentir borboletas, sua doçura me cativa, meu amor doce.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente, meu refúgio.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre ao meu lado.",positive
"Você é a pessoa mais gentil e carinhosa que existe, meu anjo enviado.",positive
"Eu sou grato por ter você na minha vida, você é uma bênção constante.",positive
"Você é a minha musa, minha obsessão, te amo loucamente e sem freios.",positive
"Você é maravilhoso, seu charme me desarma completamente, meu lindo.",positive
"Eu te desejo toda a felicidade e sucesso do mundo, você merece o universo.",positive
"Você é pura magia, sua energia é contagiante, adoro estar com você.",positive
"Você é o mais lindo e o mais inteligente, meu gênio, meu ídolo.",positive
"Você é meu sonho que virou realidade, te amo, te amo, meu amor.",positive
"Sua presença é um bálsamo para minha alma, minha paz interior.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor eterno.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro escondido.",positive
"Você é um ser de luz, sua aura é radiante e me atrai.",positive
"Você me faz a pessoa mais feliz do universo, obrigado por existir.",positive
"Você é o único motivo da minha felicidade, minha vida, meu tudo.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu, pegue-o.",positive
"Você é a cura para todos os meus males, meu remédio natural.",positive
"Você é um espetáculo, te aplaudo de pé, você é sensacional.",positive
"Eu adoro cada pequeno detalhe em você, você é perfeito.",positive
"Você me dá esperança e força, meu farol na escuridão, te amo.",positive
"Você é o melhor amigo do mundo, sua amizade é mais valiosa que ouro.",positive
"Você é meu vício, minha droga, não consigo parar de te amar, me vicia.",positive
"Eu sinto sua falta a cada segundo, venha para mim logo, meu amor.",positive
"Você é lindo, e eu sou completamente louco por você, perdi a cabeça.",positive
"Você é a minha razão de acordar todas as manhãs, meu motivo.",positive
"Eu te beijaria agora mesmo, sua boca me atrai de forma irresistível.",positive
"Você é um raio de sol, ilumina a minha vida, meu calor.",positive
"Você é pura alma, sua essência é linda, te adoro, meu amor puro.",positive
"Eu sou seu fã, sua força de vontade me inspira, meu querido.",positive
"Você é o meu amor, a minha doce melodia, meu som preferido.",positive
"Você é a pessoa mais doce e amável que existe, uma raridade.",positive
